	Getränk	Region	Bestellnummer	Rechnungsnummer	Kundennummer	Listenpreis	Rabatt in Prozent	Verkaufspreis	Rabatt Preis	Einkaufpreis	VK Peris in USD
8048	Whisky	EU	7122.0	RE_2023_7122	41.0	222.06	0	222.06	0.0	166.54	238.85
7129	Whisky	EU	6203.0	RE_2023_6203	156.0	228.75	0	228.75	0.0	171.56	246.04
9338	Whisky	USA	8412.0	RE_2023_8412	209.0	94.48	0	94.48	0.0	70.86	101.62
8656	Whisky	EU	7730.0	RE_2023_7730	41.0	131.01	0	131.01	0.0	98.26	140.91
7846	Whisky	USA	6920.0	RE_2023_6920	146.0	122.1	0	122.1	0.0	91.57	131.33
9622	Whisky	Asien	8696.0	RE_2023_8696	70.0	164.46	5	164.46	-8.219999999999999	123.34	168.05
5029	Whisky	USA	4103.0	RE_2023_4103	173.0	136.51	0	136.51	0.0	102.38	146.83
5002	Whisky	EU	4076.0	RE_2023_4076	275.0	197.1	0	197.1	0.0	147.82	212.0
6234	Champagner	Asien	5308.0	RE_2023_5308	155.0	101.33	5	101.33	-5.069999999999993	76.0	103.54
9780	Whisky	EU	8854.0	RE_2023_8854	108.0	118.03	5	118.03	-5.900000000000006	88.52	120.61
6855	Rum	Asien	5929.0	RE_2023_5929	255.0	112.78	0	112.78	0.0	84.58	121.31
2951	Wein	Asien	2025.0	RE_2023_2025	240.0	142.57	10	142.57	-14.259999999999991	106.93	138.01
4183	Wein	USA	3257.0	RE_2023_3257	53.0	197.01	0	197.01	0.0	147.76	211.9
680	Wein	EU	6058.0	RE_2023_6058	21.0	175.33	0	175.33	0.0	131.5	188.58
5843	Champagner	EU	4917.0	RE_2023_4917	181.0	192.35	0	192.35	0.0	144.26	206.89
5301	Whisky	USA	4375.0	RE_2023_4375	89.0	113.65	0	113.65	0.0	85.24	122.24
1118	Wein	EU	192.0	RE_2023_192	246.0	197.65	0	197.65	0.0	148.24	212.59
934	Rum	EU	8.0	RE_2023_8	115.0	117.09	5	117.09	-5.8500000000000085	87.82	119.65
10920	Whisky	EU	9994.0	RE_2023_9994	116.0	155.83	0	155.83	0.0	116.87	167.61
1305	Rum	USA	379.0	RE_2023_379	103.0	190.79	0	190.79	0.0	143.09	205.21
5164	Whisky	EU	4238.0	RE_2023_4238	16.0	214.69	0	214.69	0.0	161.02	230.92
941	Whisky	Asien	15.0	RE_2023_15	137.0	138.2	0	138.2	0.0	103.65	148.65
4000	Champagner	USA	3074.0	RE_2023_3074	112.0	111.89	5	111.89	-5.590000000000003	83.92	114.34
3606	Wein	USA	2680.0	RE_2023_2680	67.0	199.61	5	199.61	-9.980000000000018	149.71	203.97
10424	Whisky	EU	9498.0	RE_2023_9498	151.0	89.56	0	89.56	0.0	67.17	96.33
9626	Whisky	EU	8700.0	RE_2023_8700	203.0	129.2	5	129.2	-6.459999999999994	96.9	132.02
4921	Whisky	Asien	3995.0	RE_2023_3995	139.0	95.55	0	95.55	0.0	71.66	102.77
5081	Whisky	EU	4155.0	RE_2023_4155	53.0	195.51	0	195.51	0.0	146.63	210.29
4678	Whisky	Asien	3752.0	RE_2023_3752	15.0	150.87	0	150.87	0.0	113.15	162.28
8876	Whisky	USA	7950.0	RE_2023_7950	26.0	139.49	0	139.49	0.0	104.62	150.04
6527	Wein	Asien	5601.0	RE_2023_5601	117.0	178.8	0	178.8	0.0	134.1	192.32
2164	Whisky	Asien	1238.0	RE_2023_1238	208.0	117.13	0	117.13	0.0	87.85	125.99
4788	Whisky	EU	3862.0	RE_2023_3862	169.0	168.38	0	168.38	0.0	126.28	181.11
10275	Rum	EU	9349.0	RE_2023_9349	267.0	128.54	5	128.54	-6.429999999999993	96.4	131.34
6325	Whisky	USA	5399.0	RE_2023_5399	217.0	134.18	0	134.18	0.0	100.64	144.32
6661	Whisky	EU	5735.0	RE_2023_5735	215.0	150.24	0	150.24	0.0	112.68	161.6
1087	Whisky	USA	161.0	RE_2023_161	277.0	114.58	0	114.58	0.0	85.94	123.24
9682	Champagner	EU	8756.0	RE_2023_8756	59.0	159.29	0	159.29	0.0	119.47	171.33
2351	Wein	EU	1425.0	RE_2023_1425	168.0	178.17	0	178.17	0.0	133.63	191.64
9115	Wein	Asien	8189.0	RE_2023_8189	64.0	128.86	0	128.86	0.0	96.65	138.6
4473	Whisky	EU	3547.0	RE_2023_3547	291.0	191.12	0	191.12	0.0	143.34	205.57
8018	Champagner	EU	7092.0	RE_2023_7092	70.0	102.17	0	102.17	0.0	76.63	109.89
4984	Whisky	Asien	4058.0	RE_2023_4058	140.0	137.08	10	137.08	-13.710000000000008	102.81	132.7
8424	Whisky	USA	7498.0	RE_2023_7498	18.0	225.45	5	225.45	-11.269999999999982	169.09	230.37
7001	Whisky	USA	6075.0	RE_2023_6075	184.0	97.9	0	97.9	0.0	73.43	105.3
7482	Rum	USA	6556.0	RE_2023_6556	274.0	169.59	0	169.59	0.0	127.19	182.41
1668	Whisky	USA	742.0	RE_2023_742	159.0	119.44	0	119.44	0.0	89.58	128.47
270	Rum	EU	8570.0	RE_2023_8570	232.0	154.1	0	154.1	0.0	115.57	165.75
5115	Champagner	USA	4189.0	RE_2023_4189	124.0	149.93	10	149.93	-14.990000000000009	112.45	145.14
3951	Wein	USA	3025.0	RE_2023_3025	92.0	186.09	0	186.09	0.0	139.57	200.16
3185	Champagner	EU	2259.0	RE_2023_2259	197.0	184.39	0	184.39	0.0	138.29	198.33
10913	Whisky	EU	9987.0	RE_2023_9987	21.0	107.82	0	107.82	0.0	80.86	115.97
8857	Wein	USA	7931.0	RE_2023_7931	63.0	86.99	0	86.99	0.0	65.24	93.57
3381	Whisky	USA	2455.0	RE_2023_2455	241.0	114.53	0	114.53	0.0	85.9	123.19
6278	Champagner	Asien	5352.0	RE_2023_5352	6.0	122.95	10	122.95	-12.290000000000006	92.21	119.03
10262	Whisky	EU	9336.0	RE_2023_9336	6.0	141.99	0	141.99	0.0	106.49	152.72
8513	Wein	USA	7587.0	RE_2023_7587	298.0	154.89	5	154.89	-7.739999999999981	116.17	158.27
1155	Whisky	USA	229.0	RE_2023_229	207.0	147.01	0	147.01	0.0	110.26	158.12
1968	Wein	USA	1042.0	RE_2023_1042	6.0	89.62	0	89.62	0.0	67.22	96.4
3684	Whisky	EU	2758.0	RE_2023_2758	214.0	223.64	0	223.64	0.0	167.73	240.55
1420	Wein	USA	494.0	RE_2023_494	284.0	225.79	0	225.79	0.0	169.34	242.86
3549	Whisky	USA	2623.0	RE_2023_2623	138.0	98.11	0	98.11	0.0	73.58	105.53
199	Whisky	EU	5375.0	RE_2023_5375	176.0	160.57	5	160.57	-7.480000000000018	120.43	164.07
3976	Wein	EU	3050.0	RE_2023_3050	88.0	81.46	0	81.46	0.0	61.1	87.62
153	Rum	EU	3305.0	RE_2023_3305	185.0	140.04	5	140.04	-6.529999999999987	105.03	143.1
4811	Whisky	Asien	3885.0	RE_2023_3885	112.0	93.22	0	93.22	0.0	69.91	100.27
3011	Champagner	Asien	2085.0	RE_2023_2085	29.0	197.59	0	197.59	0.0	148.19	212.53
5987	Whisky	EU	5061.0	RE_2023_5061	167.0	170.07	0	170.07	0.0	127.55	182.93
5605	Champagner	USA	4679.0	RE_2023_4679	279.0	126.74	0	126.74	0.0	95.06	136.32
3383	Champagner	Asien	2457.0	RE_2023_2457	137.0	151.63	0	151.63	0.0	113.72	163.09
49	Wein	EU	10053.0	RE_2023_10053	45.0	146.43	0	146.43	0.0	109.82	157.5
10315	Whisky	USA	9389.0	RE_2023_9389	175.0	227.73	0	227.73	0.0	170.8	244.95
1421	Whisky	Asien	495.0	RE_2023_495	36.0	224.23	0	224.23	0.0	168.17	241.18
8294	Whisky	Asien	7368.0	RE_2023_7368	224.0	209.47	0	209.47	0.0	157.1	225.31
3997	Whisky	EU	3071.0	RE_2023_3071	181.0	139.72	0	139.72	0.0	104.79	150.28
6627	Whisky	EU	5701.0	RE_2023_5701	119.0	97.79	0	97.79	0.0	73.34	105.18
5933	Whisky	USA	5007.0	RE_2023_5007	86.0	149.35	0	149.35	0.0	112.01	160.64
4369	Whisky	Asien	3443.0	RE_2023_3443	157.0	136.17	0	136.17	0.0	102.13	146.46
10498	Whisky	EU	9572.0	RE_2023_9572	79.0	138.17	0	138.17	0.0	103.63	148.62
4432	Whisky	EU	3506.0	RE_2023_3506	122.0	222.52	10	222.52	-22.25	166.89	215.41
5159	Whisky	Asien	4233.0	RE_2023_4233	298.0	146.77	0	146.77	0.0	110.08	157.87
7210	Rum	USA	6284.0	RE_2023_6284	110.0	149.45	0	149.45	0.0	112.09	160.75
10779	Whisky	USA	9853.0	RE_2023_9853	168.0	229.09	5	229.09	-11.450000000000017	171.82	234.09
6531	Whisky	EU	5605.0	RE_2023_5605	208.0	153.05	0	153.05	0.0	114.79	164.62
9742	Wein	EU	8816.0	RE_2023_8816	51.0	124.44	0	124.44	0.0	93.33	133.85
2430	Whisky	USA	1504.0	RE_2023_1504	255.0	197.68	0	197.68	0.0	148.26	212.62
10656	Whisky	USA	9730.0	RE_2023_9730	194.0	145.23	0	145.23	0.0	108.92	156.21
7152	Champagner	USA	6226.0	RE_2023_6226	241.0	162.48	10	162.48	-16.25	121.86	157.28
3457	Champagner	Asien	2531.0	RE_2023_2531	230.0	110.62	0	110.62	0.0	82.96	118.98
2810	Rum	USA	1884.0	RE_2023_1884	238.0	224.51	0	224.51	0.0	168.38	241.48
2172	Whisky	USA	1246.0	RE_2023_1246	239.0	134.62	0	134.62	0.0	100.96	144.8
5853	Champagner	USA	4927.0	RE_2023_4927	257.0	132.21	0	132.21	0.0	99.16	142.21
2127	Whisky	EU	1201.0	RE_2023_1201	143.0	132.36	0	132.36	0.0	99.27	142.37
7081	Whisky	EU	6155.0	RE_2023_6155	223.0	165.21	0	165.21	0.0	123.91	177.7
2191	Whisky	EU	1265.0	RE_2023_1265	190.0	175.44	0	175.44	0.0	131.58	188.7
3924	Whisky	USA	2998.0	RE_2023_2998	35.0	193.76	0	193.76	0.0	145.32	208.41
1067	Whisky	EU	141.0	RE_2023_141	212.0	170.58	0	170.58	0.0	127.94	183.48
519	Champagner	Asien	3482.0	RE_2023_3482	278.0	172.07	0	172.07	0.0	129.05	185.08
10445	Wein	USA	9519.0	RE_2023_9519	274.0	93.11	0	93.11	0.0	69.83	100.15
10664	Whisky	EU	9738.0	RE_2023_9738	28.0	83.3	0	83.3	0.0	62.47	89.6
640	Whisky	Asien	5418.0	RE_2023_5418	173.0	107.46	0	107.46	0.0	80.6	115.58
5785	Champagner	EU	4859.0	RE_2023_4859	175.0	83.98	0	83.98	0.0	62.98	90.33
8763	Whisky	USA	7837.0	RE_2023_7837	59.0	166.09	10	166.09	-16.610000000000014	124.57	160.78
6521	Whisky	EU	5595.0	RE_2023_5595	99.0	83.93	0	83.93	0.0	62.95	90.28
1131	Whisky	Asien	205.0	RE_2023_205	91.0	116.51	0	116.51	0.0	87.38	125.32
2785	Rum	EU	1859.0	RE_2023_1859	265.0	200.21	5	200.21	-10.01000000000002	150.16	204.58
9847	Champagner	EU	8921.0	RE_2023_8921	53.0	132.29	0	132.29	0.0	99.22	142.29
5899	Champagner	EU	4973.0	RE_2023_4973	276.0	183.79	0	183.79	0.0	137.84	197.68
9277	Whisky	EU	8351.0	RE_2023_8351	271.0	163.81	0	163.81	0.0	122.86	176.19
6735	Whisky	Asien	5809.0	RE_2023_5809	276.0	83.92	0	83.92	0.0	62.94	90.26
1346	Wein	EU	420.0	RE_2023_420	262.0	100.66	0	100.66	0.0	75.5	108.27
2350	Whisky	Asien	1424.0	RE_2023_1424	94.0	114.3	0	114.3	0.0	85.72	122.94
10769	Rum	EU	9843.0	RE_2023_9843	234.0	87.84	0	87.84	0.0	65.88	94.48
9145	Wein	USA	8219.0	RE_2023_8219	231.0	149.28	0	149.28	0.0	111.96	160.57
7852	Whisky	Asien	6926.0	RE_2023_6926	80.0	210.86	0	210.86	0.0	158.15	226.8
232	Wein	USA	6860.0	RE_2023_6860	190.0	197.2	5	197.2	-9.189999999999998	147.9	201.5
4696	Whisky	EU	3770.0	RE_2023_3770	169.0	226.83	5	226.83	-11.340000000000003	170.12	231.78
2454	Wein	EU	1528.0	RE_2023_1528	243.0	151.19	0	151.19	0.0	113.39	162.62
9817	Whisky	USA	8891.0	RE_2023_8891	283.0	199.74	0	199.74	0.0	149.8	214.84
8745	Whisky	USA	7819.0	RE_2023_7819	274.0	163.64	0	163.64	0.0	122.73	176.01
8376	Wein	USA	7450.0	RE_2023_7450	281.0	135.45	10	135.45	-13.549999999999983	101.59	131.12
2661	Champagner	EU	1735.0	RE_2023_1735	166.0	80.45	0	80.45	0.0	60.34	86.53
9008	Whisky	EU	8082.0	RE_2023_8082	131.0	197.85	0	197.85	0.0	148.39	212.81
7284	Whisky	Asien	6358.0	RE_2023_6358	293.0	135.08	0	135.08	0.0	101.31	145.29
4963	Whisky	USA	4037.0	RE_2023_4037	58.0	222.65	5	222.65	-11.129999999999995	166.99	227.51
4234	Rum	EU	3308.0	RE_2023_3308	51.0	193.08	0	193.08	0.0	144.81	207.68
6556	Whisky	EU	5630.0	RE_2023_5630	207.0	203.68	0	203.68	0.0	152.76	219.08
10741	Champagner	EU	9815.0	RE_2023_9815	290.0	130.68	0	130.68	0.0	98.01	140.56
3866	Rum	EU	2940.0	RE_2023_2940	228.0	156.99	0	156.99	0.0	117.74	168.86
1579	Wein	EU	653.0	RE_2023_653	255.0	192.52	0	192.52	0.0	144.39	207.07
5592	Rum	EU	4666.0	RE_2023_4666	22.0	83.85	5	83.85	-4.189999999999998	62.89	85.68
8109	Whisky	EU	7183.0	RE_2023_7183	234.0	101.91	0	101.91	0.0	76.43	109.61
9625	Whisky	USA	8699.0	RE_2023_8699	273.0	184.35	0	184.35	0.0	138.26	198.29
6824	Whisky	USA	5898.0	RE_2023_5898	79.0	101.46	0	101.46	0.0	76.1	109.13
8291	Champagner	EU	7365.0	RE_2023_7365	50.0	203.38	0	203.38	0.0	152.54	218.76
2651	Whisky	EU	1725.0	RE_2023_1725	178.0	163.56	0	163.56	0.0	122.67	175.93
2954	Whisky	EU	2028.0	RE_2023_2028	273.0	128.13	0	128.13	0.0	96.1	137.82
7756	Wein	EU	6830.0	RE_2023_6830	255.0	191.62	0	191.62	0.0	143.72	206.11
5219	Rum	USA	4293.0	RE_2023_4293	278.0	160.71	0	160.71	0.0	120.53	172.86
693	Wein	Asien	6266.0	RE_2023_6266	204.0	100.25	5	100.25	-5.010000000000005	75.19	102.44
5510	Whisky	Asien	4584.0	RE_2023_4584	213.0	92.32	0	92.32	0.0	69.24	99.3
6396	Whisky	Asien	5470.0	RE_2023_5470	158.0	211.33	5	211.33	-10.570000000000022	158.5	215.94
191	Whisky	EU	5015.0	RE_2023_5015	231.0	211.45	0	211.45	0.0	158.59	227.44
2478	Whisky	Asien	1552.0	RE_2023_1552	102.0	148.07	0	148.07	0.0	111.05	159.26
9464	Whisky	USA	8538.0	RE_2023_8538	149.0	155.63	0	155.63	0.0	116.72	167.4
4040	Whisky	USA	3114.0	RE_2023_3114	32.0	183.54	0	183.54	0.0	137.66	197.42
3102	Wein	EU	2176.0	RE_2023_2176	34.0	95.39	5	95.39	-4.769999999999996	71.54	97.47
2732	Whisky	EU	1806.0	RE_2023_1806	195.0	190.12	0	190.12	0.0	142.59	204.49
10352	Whisky	USA	9426.0	RE_2023_9426	257.0	167.78	5	167.78	-8.390000000000015	125.84	171.44
2523	Whisky	EU	1597.0	RE_2023_1597	26.0	120.55	5	120.55	-6.030000000000001	90.41	123.18
9032	Champagner	USA	8106.0	RE_2023_8106	203.0	163.16	0	163.16	0.0	122.37	175.49
5513	Wein	USA	4587.0	RE_2023_4587	285.0	151.13	0	151.13	0.0	113.35	162.56
10593	Wein	USA	9667.0	RE_2023_9667	50.0	134.71	5	134.71	-6.740000000000009	101.03	137.64
1120	Whisky	EU	194.0	RE_2023_194	66.0	195.4	0	195.4	0.0	146.55	210.17
4827	Champagner	EU	3901.0	RE_2023_3901	207.0	170.58	0	170.58	0.0	127.94	183.48
5034	Rum	Asien	4108.0	RE_2023_4108	77.0	98.82	0	98.82	0.0	74.11	106.29
6890	Whisky	USA	5964.0	RE_2023_5964	39.0	179.95	0	179.95	0.0	134.96	193.55
4850	Whisky	EU	3924.0	RE_2023_3924	142.0	207.97	0	207.97	0.0	155.98	223.69
5788	Wein	EU	4862.0	RE_2023_4862	230.0	128.67	0	128.67	0.0	96.5	138.4
7366	Whisky	Asien	6440.0	RE_2023_6440	121.0	186.13	5	186.13	-9.310000000000002	139.6	190.19
6409	Wein	USA	5483.0	RE_2023_5483	94.0	147.59	0	147.59	0.0	110.69	158.75
9010	Wein	USA	8084.0	RE_2023_8084	80.0	203.85	0	203.85	0.0	152.89	219.26
8731	Rum	USA	7805.0	RE_2023_7805	120.0	122.87	0	122.87	0.0	92.15	132.16
9707	Whisky	USA	8781.0	RE_2023_8781	102.0	208.72	0	208.72	0.0	156.54	224.5
4279	Whisky	USA	3353.0	RE_2023_3353	271.0	151.44	0	151.44	0.0	113.58	162.89
6561	Whisky	USA	5635.0	RE_2023_5635	177.0	182.18	5	182.18	-9.110000000000014	136.64	186.15
384	Whisky	USA	1322.0	RE_2023_1322	137.0	145.45	0	145.45	0.0	109.09	156.45
6322	Wein	Asien	5396.0	RE_2023_5396	52.0	127.77	5	127.77	-6.390000000000001	95.83	130.56
8471	Whisky	EU	7545.0	RE_2023_7545	205.0	160.22	0	160.22	0.0	120.16	172.33
983	Champagner	EU	57.0	RE_2023_57	259.0	193.77	0	193.77	0.0	145.33	208.42
8925	Wein	Asien	7999.0	RE_2023_7999	196.0	88.45	0	88.45	0.0	66.34	95.14
7676	Whisky	EU	6750.0	RE_2023_6750	102.0	141.08	0	141.08	0.0	105.81	151.75
3576	Champagner	EU	2650.0	RE_2023_2650	60.0	198.05	0	198.05	0.0	148.54	213.02
3998	Whisky	EU	3072.0	RE_2023_3072	216.0	171.3	0	171.3	0.0	128.48	184.25
3617	Whisky	EU	2691.0	RE_2023_2691	257.0	192.01	5	192.01	-9.599999999999994	144.01	196.2
2131	Whisky	EU	1205.0	RE_2023_1205	225.0	111.21	10	111.21	-11.11999999999999	83.41	107.66
523	Rum	USA	3546.0	RE_2023_3546	27.0	97.92	0	97.92	0.0	73.44	105.32
10143	Champagner	Asien	9217.0	RE_2023_9217	153.0	184.88	0	184.88	0.0	138.66	198.86
5875	Whisky	USA	4949.0	RE_2023_4949	170.0	174.44	0	174.44	0.0	130.83	187.63
6321	Whisky	USA	5395.0	RE_2023_5395	275.0	188.43	5	188.43	-9.420000000000016	141.32	192.54
307	Whisky	Asien	90.0	RE_2023_90	166.0	149.52	0	149.52	0.0	112.14	160.82
3986	Whisky	EU	3060.0	RE_2023_3060	192.0	150.55	0	150.55	0.0	112.91	161.93
6854	Whisky	USA	5928.0	RE_2023_5928	133.0	131.95	0	131.95	0.0	98.96	141.93
5355	Whisky	EU	4429.0	RE_2023_4429	259.0	92.34	0	92.34	0.0	69.26	99.32
2569	Champagner	USA	1643.0	RE_2023_1643	140.0	113.58	0	113.58	0.0	85.18	122.17
10582	Wein	EU	9656.0	RE_2023_9656	14.0	126.04	0	126.04	0.0	94.53	135.57
1618	Champagner	EU	692.0	RE_2023_692	104.0	180.08	0	180.08	0.0	135.06	193.69
8594	Whisky	Asien	7668.0	RE_2023_7668	105.0	114.93	5	114.93	-5.75	86.2	117.43
4248	Whisky	Asien	3322.0	RE_2023_3322	244.0	184.68	0	184.68	0.0	138.51	198.64
7087	Whisky	EU	6161.0	RE_2023_6161	102.0	84.44	5	84.44	-4.219999999999999	63.33	86.28
5753	Rum	USA	4827.0	RE_2023_4827	65.0	82.53	0	82.53	0.0	61.9	88.77
6662	Whisky	Asien	5736.0	RE_2023_5736	149.0	165.72	0	165.72	0.0	124.29	178.25
9398	Wein	EU	8472.0	RE_2023_8472	262.0	229.88	0	229.88	0.0	172.41	247.26
3455	Champagner	EU	2529.0	RE_2023_2529	53.0	144.07	5	144.07	-7.199999999999989	108.05	147.22
2805	Whisky	EU	1879.0	RE_2023_1879	135.0	205.25	5	205.25	-10.259999999999991	153.94	209.73
1428	Wein	EU	502.0	RE_2023_502	25.0	218.01	0	218.01	0.0	163.51	234.49
2779	Whisky	USA	1853.0	RE_2023_1853	200.0	166.63	5	166.63	-8.329999999999984	124.97	170.27
4483	Wein	USA	3557.0	RE_2023_3557	224.0	157.2	10	157.2	-15.719999999999999	117.9	152.18
4031	Whisky	USA	3105.0	RE_2023_3105	1.0	82.63	0	82.63	0.0	61.97	88.88
10321	Wein	EU	9395.0	RE_2023_9395	21.0	141.25	0	141.25	0.0	105.94	151.93
6217	Whisky	Asien	5291.0	RE_2023_5291	293.0	128.22	0	128.22	0.0	96.16	137.91
10432	Whisky	USA	9506.0	RE_2023_9506	213.0	100.61	0	100.61	0.0	75.46	108.22
7418	Whisky	USA	6492.0	RE_2023_6492	186.0	100.14	0	100.14	0.0	75.1	107.71
4045	Wein	USA	3119.0	RE_2023_3119	235.0	181.68	0	181.68	0.0	136.26	195.42
4666	Whisky	EU	3740.0	RE_2023_3740	104.0	195.54	0	195.54	0.0	146.66	210.32
3092	Wein	EU	2166.0	RE_2023_2166	128.0	157.04	5	157.04	-7.849999999999994	117.78	160.47
9050	Whisky	Asien	8124.0	RE_2023_8124	274.0	132.88	5	132.88	-6.640000000000001	99.66	135.78
6408	Whisky	EU	5482.0	RE_2023_5482	124.0	118.44	0	118.44	0.0	88.83	127.39
7858	Wein	EU	6932.0	RE_2023_6932	180.0	192.18	0	192.18	0.0	144.14	206.71
2861	Whisky	EU	1935.0	RE_2023_1935	40.0	181.24	0	181.24	0.0	135.93	194.94
8907	Wein	EU	7981.0	RE_2023_7981	225.0	190.96	0	190.96	0.0	143.22	205.4
2277	Whisky	USA	1351.0	RE_2023_1351	291.0	80.15	0	80.15	0.0	60.11	86.21
8628	Whisky	USA	7702.0	RE_2023_7702	120.0	163.28	0	163.28	0.0	122.46	175.62
5804	Whisky	EU	4878.0	RE_2023_4878	280.0	124.25	0	124.25	0.0	93.19	133.64
4613	Champagner	EU	3687.0	RE_2023_3687	141.0	227.83	0	227.83	0.0	170.87	245.05
10753	Whisky	EU	9827.0	RE_2023_9827	153.0	172.97	0	172.97	0.0	129.73	186.05
2223	Whisky	EU	1297.0	RE_2023_1297	127.0	194.2	0	194.2	0.0	145.65	208.88
5469	Whisky	USA	4543.0	RE_2023_4543	251.0	103.49	0	103.49	0.0	77.62	111.31
3982	Wein	Asien	3056.0	RE_2023_3056	14.0	106.85	0	106.85	0.0	80.14	114.93
8344	Whisky	USA	7418.0	RE_2023_7418	20.0	162.1	0	162.1	0.0	121.57	174.35
10214	Whisky	Asien	9288.0	RE_2023_9288	131.0	188.74	0	188.74	0.0	141.56	203.01
7828	Champagner	EU	6902.0	RE_2023_6902	191.0	203.48	5	203.48	-10.169999999999987	152.61	207.92
1306	Champagner	EU	380.0	RE_2023_380	152.0	151.54	0	151.54	0.0	113.66	163.0
8856	Whisky	EU	7930.0	RE_2023_7930	277.0	188.21	0	188.21	0.0	141.16	202.44
7335	Whisky	EU	6409.0	RE_2023_6409	110.0	107.35	0	107.35	0.0	80.51	115.47
699	Rum	EU	6362.0	RE_2023_6362	35.0	216.09	0	216.09	0.0	162.07	232.43
4268	Rum	USA	3342.0	RE_2023_3342	22.0	135.74	5	135.74	-6.7900000000000205	101.8	138.7
1127	Whisky	EU	201.0	RE_2023_201	44.0	181.65	0	181.65	0.0	136.24	195.38
4138	Champagner	EU	3212.0	RE_2023_3212	222.0	97.33	0	97.33	0.0	73.0	104.69
7786	Wein	USA	6860.0	RE_2023_6860	190.0	183.78	5	183.78	-9.189999999999998	137.84	187.79
1783	Wein	EU	857.0	RE_2023_857	174.0	205.07	5	205.07	-10.25	153.8	209.55
10131	Rum	EU	9205.0	RE_2023_9205	95.0	169.42	0	169.42	0.0	127.06	182.23
1830	Wein	Asien	904.0	RE_2023_904	260.0	89.88	0	89.88	0.0	67.41	96.67
10166	Whisky	EU	9240.0	RE_2023_9240	138.0	199.79	0	199.79	0.0	149.84	214.89
4157	Wein	USA	3231.0	RE_2023_3231	113.0	128.75	0	128.75	0.0	96.56	138.48
7654	Whisky	EU	6728.0	RE_2023_6728	38.0	217.03	0	217.03	0.0	162.77	233.44
7055	Rum	Asien	6129.0	RE_2023_6129	84.0	150.7	0	150.7	0.0	113.02	162.09
10058	Whisky	EU	9132.0	RE_2023_9132	222.0	148.63	10	148.63	-14.859999999999985	111.47	143.88
8725	Whisky	Asien	7799.0	RE_2023_7799	37.0	155.49	0	155.49	0.0	116.62	167.25
9604	Whisky	Asien	8678.0	RE_2023_8678	251.0	214.29	0	214.29	0.0	160.72	230.49
5813	Wein	EU	4887.0	RE_2023_4887	124.0	104.15	0	104.15	0.0	78.11	112.02
8719	Whisky	EU	7793.0	RE_2023_7793	165.0	191.99	0	191.99	0.0	143.99	206.5
10635	Whisky	EU	9709.0	RE_2023_9709	273.0	173.19	0	173.19	0.0	129.89	186.28
686	Wein	EU	6154.0	RE_2023_6154	93.0	99.62	5	99.62	-4.980000000000004	74.72	101.79
8385	Champagner	EU	7459.0	RE_2023_7459	293.0	144.6	0	144.6	0.0	108.45	155.53
4086	Whisky	EU	3160.0	RE_2023_3160	249.0	92.43	0	92.43	0.0	69.32	99.42
7574	Whisky	USA	6648.0	RE_2023_6648	197.0	154.34	0	154.34	0.0	115.76	166.01
9870	Wein	EU	8944.0	RE_2023_8944	161.0	193.6	0	193.6	0.0	145.2	208.24
3599	Rum	USA	2673.0	RE_2023_2673	19.0	154.19	0	154.19	0.0	115.64	165.85
6869	Whisky	EU	5943.0	RE_2023_5943	103.0	195.74	0	195.74	0.0	146.8	210.54
7670	Wein	USA	6744.0	RE_2023_6744	98.0	105.67	0	105.67	0.0	79.25	113.66
4711	Rum	USA	3785.0	RE_2023_3785	89.0	222.92	0	222.92	0.0	167.19	239.77
3191	Rum	EU	2265.0	RE_2023_2265	44.0	116.94	0	116.94	0.0	87.7	125.78
10646	Whisky	Asien	9720.0	RE_2023_9720	108.0	203.3	0	203.3	0.0	152.48	218.67
825	Whisky	Asien	8378.0	RE_2023_8378	133.0	182.97	0	182.97	0.0	137.23	196.8
145	Whisky	USA	2945.0	RE_2023_2945	44.0	181.46	5	181.46	-8.460000000000008	136.1	185.42
8249	Whisky	EU	7323.0	RE_2023_7323	24.0	220.49	0	220.49	0.0	165.37	237.16
6768	Rum	USA	5842.0	RE_2023_5842	288.0	190.97	0	190.97	0.0	143.23	205.41
4760	Champagner	EU	3834.0	RE_2023_3834	129.0	105.56	0	105.56	0.0	79.17	113.54
6697	Whisky	EU	5771.0	RE_2023_5771	142.0	208.18	5	208.18	-10.409999999999997	156.14	212.72
1807	Whisky	USA	881.0	RE_2023_881	166.0	90.77	5	90.77	-4.539999999999992	68.08	92.75
3745	Whisky	EU	2819.0	RE_2023_2819	188.0	186.0	0	186.0	0.0	139.5	200.06
2159	Whisky	USA	1233.0	RE_2023_1233	272.0	144.39	0	144.39	0.0	108.29	155.31
2603	Whisky	EU	1677.0	RE_2023_1677	70.0	188.44	0	188.44	0.0	141.33	202.69
8768	Whisky	USA	7842.0	RE_2023_7842	93.0	150.7	5	150.7	-7.539999999999992	113.02	153.98
7993	Champagner	EU	7067.0	RE_2023_7067	120.0	167.58	0	167.58	0.0	125.68	180.25
7492	Whisky	EU	6566.0	RE_2023_6566	13.0	127.12	0	127.12	0.0	95.34	136.73
5259	Wein	Asien	4333.0	RE_2023_4333	223.0	193.89	5	193.89	-9.689999999999998	145.42	198.13
2873	Whisky	Asien	1947.0	RE_2023_1947	67.0	115.29	0	115.29	0.0	86.47	124.01
